"0","write_csv(clean_item_level, file.path(data_derived_dir, ""clean_item_level.csv""))"
"0","write_csv(participant_condition_index, file.path(data_derived_dir, ""participant_condition_index.csv""))"
"0","write_csv(all_answer_rows, file.path(data_derived_dir, ""all_answer_rows.csv""))"
"0",""
"0","write_csv(pre_survey_long, file.path(data_derived_dir, ""pre_survey_long.csv""))"
"0","write_csv(pre_survey_wide, file.path(data_derived_dir, ""pre_survey_wide.csv""))"
"0","write_csv(definition_responses, file.path(data_derived_dir, ""definition_responses.csv""))"
"0","write_csv(definition_responses_wide, file.path(data_derived_dir, ""definition_responses_wide.csv""))"
"0","write_csv(stats_background_long, file.path(data_derived_dir, ""stats_background_long.csv""))"
"0","write_csv(stats_background_wide, file.path(data_derived_dir, ""stats_background_wide.csv""))"
"0",""
"0","write_csv(practice_motivation_long, file.path(data_derived_dir, ""practice_motivation_long.csv""))"
"0","write_csv(practice_motivation_wide, file.path(data_derived_dir, ""practice_motivation_wide.csv""))"
"0",""
"0","write_csv(assessment_value_estimation_long, file.path(data_derived_dir, ""assessment_value_estimation_long.csv""))"
"0","write_csv(assessment_choose_r_long, file.path(data_derived_dir, ""assessment_choose_r_long.csv""))"
"0","write_csv(assessment_add_points_long, file.path(data_derived_dir, ""assessment_add_points_long.csv""))"
"0","write_csv(assessment_connection_making_long, file.path(data_derived_dir, ""assessment_connection_making_long.csv""))"
"0","write_csv(assessment_connection_making_wide, file.path(data_derived_dir, ""assessment_connection_making_wide.csv""))"
"0",""
"0","write_csv(interest_survey_long, file.path(data_derived_dir, ""interest_survey_long.csv""))"
"0","write_csv(interest_survey_wide, file.path(data_derived_dir, ""interest_survey_wide.csv""))"
"0",""
"0","write_csv(all_open_text_candidates, file.path(data_derived_dir, ""all_open_text_candidates.csv""))"
"0",""
"0","# These are only for debugging"
"0","write_csv(row_counts, file.path(output_dir, ""row_counts.csv""))"
"0","write_csv(column_inventory, file.path(output_dir, ""column_inventory.csv""))"
"0","write_csv(participant_counts, file.path(output_dir, ""participant_counts.csv""))"
"0","write_csv(participant_completion_summary, file.path(output_dir, ""participant_completion_summary.csv""))"
"0","write_csv(trial_overview, file.path(output_dir, ""trial_overview.csv""))"
"0","write_csv(response_overview, file.path(output_dir, ""response_overview.csv""))"
"0","write_csv(trial_response_overview, file.path(output_dir, ""trial_response_overview.csv""))"
"0","write_csv(stats_background_distribution, file.path(output_dir, ""stats_background_distribution.csv""))"
"0",""
"0","cat(""Saved clean data outputs to:"", data_derived_dir, ""\n"")"
"1","Saved clean data outputs to:"
"1"," "
"1","../data/derived"
"1"," "
"1","
"
"0","cat(""Saved overview outputs to:"", output_dir, ""\n"")"
"1","Saved overview outputs to:"
"1"," "
"1","../outputs"
"1"," "
"1","
"
