"0","created_files <- tibble("
"0","  file = c("
"0","    ""scored_value_estimation_item_level.csv"","
"0","    ""scored_value_estimation_participant_level.csv"","
"0","    ""scored_choose_r_item_level.csv"","
"0","    ""scored_choose_r_participant_level.csv"","
"0","    ""scored_add_points_item_level.csv"","
"0","    ""scored_add_points_participant_level.csv"","
"0","    ""scored_interest_item_level.csv"","
"0","    ""scored_interest_participant_level.csv"","
"0","    ""participant_outcomes.csv"""
"0","  ),"
"0","  folder = data_derived_dir"
"0",")"
"0",""
"0","cat(""Created"", nrow(created_files), ""scored data files.\n"")"
"1","Created"
"1"," "
"1","9"
"1"," "
"1","scored data files.
"
