"0","created_files <- tibble("
"0","  file = c("
"0","    ""clean_item_level.csv"","
"0","    ""participant_condition_index.csv"","
"0","    ""all_answer_rows.csv"","
"0","    ""pre_survey_long.csv"","
"0","    ""pre_survey_wide.csv"","
"0","    ""definition_responses.csv"","
"0","    ""definition_responses_wide.csv"","
"0","    ""stats_background_long.csv"","
"0","    ""stats_background_wide.csv"","
"0","    ""practice_motivation_long.csv"","
"0","    ""practice_motivation_wide.csv"","
"0","    ""assessment_value_estimation_long.csv"","
"0","    ""assessment_choose_r_long.csv"","
"0","    ""assessment_add_points_long.csv"","
"0","    ""assessment_connection_making_long.csv"","
"0","    ""assessment_connection_making_wide.csv"","
"0","    ""interest_survey_long.csv"","
"0","    ""interest_survey_wide.csv"","
"0","    ""all_open_text_candidates.csv"""
"0","  ),"
"0","  folder = data_derived_dir"
"0",")"
"0",""
"0","created_overview_files <- tibble("
"0","  file = c("
"0","    ""row_counts.csv"","
"0","    ""column_inventory.csv"","
"0","    ""participant_counts.csv"","
"0","    ""participant_completion_summary.csv"","
"0","    ""trial_overview.csv"","
"0","    ""response_overview.csv"","
"0","    ""trial_response_overview.csv"","
"0","    ""stats_background_distribution.csv"""
"0","  ),"
"0","  folder = output_dir"
"0",")"
"0",""
"0","cat(""Created"", nrow(created_files), ""derived data files and"","
"0","    nrow(created_overview_files), ""overview files.\n"")"
"1","Created"
"1"," "
"1","19"
"1"," "
"1","derived data files and"
"1"," "
"1","8"
"1"," "
"1","overview files.
"
