"0","scored_choose_r_participant_level <- scored_choose_r_item_level |>"
"0","  group_by(participantId, group, lecture_type, practice_type) |>"
"0","  summarise("
"0","    choose_r_n_items = n(),"
"0","    choose_r_score = sum(is_correct, na.rm = TRUE),"
"0","    choose_r_pct_correct = mean(as.numeric(is_correct), na.rm = TRUE),"
"0","    .groups = ""drop"""
"0","  ) |>"
"0","  arrange(group, participantId)"
"0",""
"0","cat(""Scored choose-r participant rows:"", nrow(scored_choose_r_participant_level), ""\n"")"
"1","Scored choose-r participant rows:"
"1"," "
"1","80"
"1"," "
"1","
"
