"0","definition_responses <- pre_survey_long |>"
"0","  filter(responseId %in% c(""q-correlation"", ""q-slope"")) |>"
"0","  filter(is_nonempty_text(answer)) |>"
"0","  arrange(group, participantId, responseId)"
"0",""
"0","definition_responses_wide <- definition_responses |>"
"0","  group_by("
"0","    participantId,"
"0","    group,"
"0","    lecture_type,"
"0","    practice_type,"
"0","    responseId"
"0","  ) |>"
"0","  summarise("
"0","    answer = first_non_missing(answer),"
"0","    .groups = ""drop"""
"0","  ) |>"
"0","  pivot_wider("
"0","    names_from = responseId,"
"0","    values_from = answer,"
"0","    names_prefix = ""definition_"""
"0","  ) |>"
"0","  arrange(group, participantId)"
"0",""
"0","cat(""Definition response rows:"", nrow(definition_responses), ""\n"")"
"1","Definition response rows:"
"1"," "
"1","160"
"1"," "
"1","
"
