"0","extreme_value_estimation_entries <- scored_value_estimation_item_level |>"
"0","  filter(extreme_entry) |>"
"0","  select("
"0","    participantId,"
"0","    group,"
"0","    lecture_type,"
"0","    practice_type,"
"0","    trialId,"
"0","    stat_type,"
"0","    answer,"
"0","    answer_num,"
"0","    correct_answer,"
"0","    abs_error,"
"0","    parameters_imgLabel,"
"0","    duration,"
"0","    cleanedDuration"
"0","  ) |>"
"0","  arrange(group, participantId, trialId)"
"0",""
"0","cat(""Extreme value-estimation entries:"", nrow(extreme_value_estimation_entries), ""\n"")"
"1","Extreme value-estimation entries:"
"1"," "
"1","18"
"1"," "
"1","
"
"0","extreme_value_estimation_entries"
